,auc,f1s,auc_pr
0,0.9785029785029785,0.8533333333333334,0.9207870210190044
1,0.9755244755244755,0.8732394366197183,0.8434251530421227
2,0.9919532627865961,0.9230769230769231,0.9773946594698764
3,0.9795285359801489,0.8125,0.88422310248466
4,0.9681944444444445,0.8285714285714286,0.8043589074929043
5,0.956575682382134,0.8,0.6728915903545691
6,0.9834090909090909,0.896551724137931,0.946144063851437
7,0.9866071428571429,0.8947368421052632,0.9575671525363635
8,0.9591129591129591,0.8235294117647058,0.793417541956229
9,0.9758179231863442,0.8505747126436781,0.9193559436361751
